title,source_url,local_path,extraction_method,doi,journal,clean_path,cleaning_status,title_similarity
The Plant Health Monitoring System of the EDEN ISS Space Greenhouse in Antarctica during the 2018 experiment phase,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7264257/,data\processed_text\The Plant Health Monitoring System of the EDEN ISS.txt,HTML_EXTRACTION,10.3389/fpls.2020.00656,Front Plant Sci,data/clean_text/The Plant Health Monitoring System of the EDEN ISS.txt,cleaned,0.678
Root skewing-associated genes impact the spaceflight response of Arabidopsis thaliana.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7064724/,data\processed_text\Root skewingassociated genes impact the spacefligh.txt,HTML_EXTRACTION,10.3389/fpls.2020.00239,Front Plant Sci,data/clean_text/Root skewingassociated genes impact the spacefligh.txt,cleaned,1.0
Articular cartilage and sternal fibrocartilage respond differently to extended microgravity.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6379395/,data\processed_text\Articular cartilage and sternal fibrocartilage res.txt,HTML_EXTRACTION,10.1038/s41526-019-0063-6,NPJ Microgravity,data/clean_text/Articular cartilage and sternal fibrocartilage res.txt,cleaned,1.0
Host-microbe interactions in microgravity: assessment and implications.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4187166/,data\processed_text\Hostmicrobe interactions in microgravity assessmen.txt,HTML_EXTRACTION,10.3390/life4020250,Life (Basel),data/clean_text/Hostmicrobe interactions in microgravity assessmen.txt,cleaned,1.0
Environmental cues and symbiont microbe-associated molecular patterns function in concert to drive the daily remodelling of the crypt-cell brush border of the Euprymna scolopes light organ,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5219934/,data\processed_text\Environmental cues and symbiont microbeassociated .txt,HTML_EXTRACTION,10.1111/cmi.12602,Cell Microbiol,data/clean_text/Environmental cues and symbiont microbeassociated .txt,cleaned,1.0
Symbiotic organs shaped by distinct modes of genome evolution in cephalopods.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6386654/,data\processed_text\Symbiotic organs shaped by distinct modes of genom.txt,HTML_EXTRACTION,10.1073/pnas.1817322116,Proc Natl Acad Sci U S A,data/clean_text/Symbiotic organs shaped by distinct modes of genom.txt,cleaned,1.0
Modeled microgravity alters lipopolysaccharide and outer membrane vesicle production of the beneficial symbiont Vibrio fischeri,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7940393/,data\processed_text\Modeled microgravity alters lipopolysaccharide and.txt,HTML_EXTRACTION,10.1038/s41526-021-00138-8,NPJ Microgravity,data/clean_text/Modeled microgravity alters lipopolysaccharide and.txt,cleaned,1.0
Emergence of novel cephalopod gene regulation and expression through large-scale genome reorganization,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9023564/,data\processed_text\Emergence of novel cephalopod gene regulation and .txt,HTML_EXTRACTION,10.1038/s41467-022-29694-7,Nat Commun,data/clean_text/Emergence of novel cephalopod gene regulation and .txt,cleaned,1.0
Modeled microgravity alters apoptotic gene expression and caspase activity in the squid-vibrio symbiosis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9389742/,data\processed_text\Modeled microgravity alters apoptotic gene express.txt,HTML_EXTRACTION,10.1186/s12866-022-02614-x,BMC Microbiol,data/clean_text/Modeled microgravity alters apoptotic gene express.txt,cleaned,1.0
In vitro generation of mechanically functional cartilage grafts based on adult human stem cells and 3D-woven poly(epsilon-caprolactone) scaffolds,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2824534/,data\processed_text\In vitro generation of mechanically functional car.txt,HTML_EXTRACTION,10.1016/j.biomaterials.2009.11.092,Biomaterials,data/clean_text/In vitro generation of mechanically functional car.txt,cleaned,1.0
Chondrogenesis and mineralization during in vitro culture of human mesenchymal stem cells on three-dimensional woven scaffolds,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2991213/,data\processed_text\Chondrogenesis and mineralization during in vitro .txt,HTML_EXTRACTION,10.1089/ten.tea.2010.0190,Tissue Eng Part A,data/clean_text/Chondrogenesis and mineralization during in vitro .txt,cleaned,1.0
Asparagine biosynthesis as a mechanism of increased host lethality induced by Serratia marcescens in simulated microgravity environments,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9111996/,data\processed_text\Asparagine biosynthesis as a mechanism of increase.txt,HTML_EXTRACTION,10.1016/j.heliyon.2022.e09379,Heliyon,data/clean_text/Asparagine biosynthesis as a mechanism of increase.txt,cleaned,1.0
Comparative genomic analysis of Cohnella hashimotonis sp. nov. isolated from the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10308117/,data\processed_text\Comparative genomic analysis of Cohnella hashimoto.txt,HTML_EXTRACTION,10.3389/fmicb.2023.1166013,Front Microbiol,data/clean_text/Comparative genomic analysis of Cohnella hashimoto.txt,cleaned,1.0
Biocontrol in built environments to reduce pathogen exposure and infection risk.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10848226/,data\processed_text\Biocontrol in built environments to reduce pathoge.txt,HTML_EXTRACTION,10.1093/ismejo/wrad024,ISME J,data/clean_text/Biocontrol in built environments to reduce pathoge.txt,cleaned,1.0
"Salt stress-induced Ca2+ waves are associated with rapid, long-distance root-to-shoot signaling in plants.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4035928/,data\processed_text\Salt stressinduced Ca2 waves are associated with r.txt,HTML_EXTRACTION,10.1073/pnas.1319955111,Proc Natl Acad Sci U S A,data/clean_text/Salt stressinduced Ca2 waves are associated with r.txt,cleaned,0.989
A ROS-assisted calcium wave dependent on AtRBOHD and TPC1 propagates the systemic response to salt stress in Arabidopsis roots,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4936552/,data\processed_text\A ROSassisted calcium wave dependent on AtRBOHD an.txt,HTML_EXTRACTION,10.1104/pp.16.00215,Plant Physiol,data/clean_text/A ROSassisted calcium wave dependent on AtRBOHD an.txt,cleaned,0.711
Real-time In Vivo Recording of Arabidopsis Calcium Signals During Insect Feeding Using a Fluorescent Biosensor,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5614317/,data\processed_text\Realtime In Vivo Recording of Arabidopsis Calcium .txt,HTML_EXTRACTION,10.3791/56142,J Vis Exp,data/clean_text/Realtime In Vivo Recording of Arabidopsis Calcium .txt,cleaned,1.0
"Orchestrating rapid long-distance signaling in plants with Ca2+ , ROS, and electrical signals",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5677518/,data\processed_text\Orchestrating rapid longdistance signaling in plan.txt,HTML_EXTRACTION,10.1111/tpj.13492,Plant J,data/clean_text/Orchestrating rapid longdistance signaling in plan.txt,cleaned,0.994
"Glutamate triggers long-distance, calcium-based plant defense signaling.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11850895/,data\processed_text\Glutamate triggers longdistance calciumbased plant.txt,HTML_EXTRACTION,10.1038/s41467-025-57239-1,Nat Commun,data/clean_text/Glutamate triggers longdistance calciumbased plant.txt,cleaned,0.838
Test of Arabidopsis Space Transcriptome: A discovery environment to explore multiple plant biology spaceflight experiments.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7076552/,data\processed_text\Test of Arabidopsis Space Transcriptome A discover.txt,HTML_EXTRACTION,10.3389/fpls.2020.00147,Front Plant Sci,data/clean_text/Test of Arabidopsis Space Transcriptome A discover.txt,cleaned,1.0
Tonoplast-localized Ca2+ pumps regulate Ca2+ signals during pattern-triggered immunity in Arabidopsis thaliana.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7414185/,data\processed_text\Tonoplastlocalized Ca2 pumps regulate Ca2 signals .txt,HTML_EXTRACTION,10.1073/pnas.2004183117,Proc Natl Acad Sci U S A,data/clean_text/Tonoplastlocalized Ca2 pumps regulate Ca2 signals .txt,cleaned,0.978
The fast and the furious: Rapid long-range signaling in plants.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8133610/,data\processed_text\The fast and the furious Rapid longrange signaling.txt,HTML_EXTRACTION,10.1093/plphys/kiaa098,Plant Physiol,data/clean_text/The fast and the furious Rapid longrange signaling.txt,cleaned,1.0
Rad-Bio-App: A discovery environment for biologists to explore spaceflight-related radiation exposures,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8113475/,data\processed_text\RadBioApp A discovery environment for biologists t.txt,HTML_EXTRACTION,10.1038/s41526-021-00143-x,NPJ Microgravity,data/clean_text/RadBioApp A discovery environment for biologists t.txt,cleaned,1.0
The vacuolar H+/Ca transporter CAX1 participates in submergence and anoxia stress responses.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9706465/,data\processed_text\The vacuolar HCa transporter CAX1 participates in .txt,HTML_EXTRACTION,10.1093/plphys/kiac375,Plant Physiol,data/clean_text/The vacuolar HCa transporter CAX1 participates in .txt,cleaned,0.994
Meta-analysis of the space flight and microgravity response of the Arabidopsis plant transcriptome,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10027818/,data\processed_text\Metaanalysis of the space flight and microgravity .txt,HTML_EXTRACTION,10.1038/s41526-023-00247-6,NPJ Microgravity,data/clean_text/Metaanalysis of the space flight and microgravity .txt,cleaned,1.0
"Low-dose, ionizing radiation and age-related changes in skeletal microarchitecture",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3337602/,data\processed_text\Lowdose ionizing radiation and agerelated changes .txt,HTML_EXTRACTION,10.1155/2012/481983,J Aging Res,data/clean_text/Lowdose ionizing radiation and agerelated changes .txt,cleaned,1.0
Ionizing Radiation Stimulates Expression of Pro-Osteoclastogenic Genes in Marrow and Skeletal Tissue,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4490751/,data\processed_text\Ionizing Radiation Stimulates Expression of ProOst.txt,HTML_EXTRACTION,10.1089/jir.2014.0152,J Interferon Cytokine Res,data/clean_text/Ionizing Radiation Stimulates Expression of ProOst.txt,cleaned,1.0
Preservation of Multiple Mammalian Tissues to Maximize Science Return from Ground Based and Spaceflight Experiments,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5132293/,data\processed_text\Preservation of Multiple Mammalian Tissues to Maxi.txt,HTML_EXTRACTION,10.1371/journal.pone.0167391,PLoS One,data/clean_text/Preservation of Multiple Mammalian Tissues to Maxi.txt,cleaned,1.0
Redox Signaling and Its Impact on Skeletal and Vascular Responses to Spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5666834/,data\processed_text\Redox Signaling and Its Impact on Skeletal and Vas.txt,HTML_EXTRACTION,10.3390/ijms18102153,Int J Mol Sci,data/clean_text/Redox Signaling and Its Impact on Skeletal and Vas.txt,cleaned,1.0
Influence of social isolation during prolonged simulated weightlessness by hindlimb unloading,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6753329/,data\processed_text\Influence of social isolation during prolonged sim.txt,HTML_EXTRACTION,10.3389/fphys.2019.01147,Front Physiol,data/clean_text/Influence of social isolation during prolonged sim.txt,cleaned,1.0
Validation of a new Rodent experimental System to investigate consequences of Long Duration Space Habitation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012842/,data\processed_text\Validation of a new Rodent experimental System to .txt,HTML_EXTRACTION,10.1038/s41598-020-58898-4,Sci Rep,data/clean_text/Validation of a new Rodent experimental System to .txt,cleaned,1.0
Overexpression of catalase in mitochondria mitigates changes in hippocampal cytokine expression following simulated microgravity and isolation.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8260663/,data\processed_text\Overexpression of catalase in mitochondria mitigat.txt,HTML_EXTRACTION,10.1038/s41526-021-00152-w,NPJ Microgravity,data/clean_text/Overexpression of catalase in mitochondria mitigat.txt,cleaned,1.0
An extensive allelic series of Drosophila kae1 mutants reveals diverse and tissue-specific requirements for t6A biogenesis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4647464/,data\processed_text\An extensive allelic series of Drosophila kae1 mut.txt,HTML_EXTRACTION,10.1261/rna.053934.115,RNA,data/clean_text/An extensive allelic series of Drosophila kae1 mut.txt,cleaned,1.0
Novel Organelles with Elements of Bacterial and Eukaryotic Secretion Systems Weaponize Parasites of Drosophila,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5659752/,data\processed_text\Novel Organelles with Elements of Bacterial and Eu.txt,HTML_EXTRACTION,10.1016/j.cub.2017.08.019,Curr Biol,data/clean_text/Novel Organelles with Elements of Bacterial and Eu.txt,cleaned,1.0
A combined computational strategy of sequence and structural analysis predicts the existence of a functional eicosanoid pathway in Drosophila melanogaster.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6372189/,data\processed_text\A combined computational strategy of sequence and .txt,HTML_EXTRACTION,10.1371/journal.pone.0211897,PLoS One,data/clean_text/A combined computational strategy of sequence and .txt,cleaned,1.0
Immune suppressive extracellular vesicle proteins of Leptopilina heterotoma are encoded in the wasp genome.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6945029/,data\processed_text\Immune suppressive extracellular vesicle proteins .txt,HTML_EXTRACTION,10.1534/g3.119.400349,G3 (Bethesda),data/clean_text/Immune suppressive extracellular vesicle proteins .txt,flagged,1.0
Spaceflight and simulated microgravity conditions increase virulence of Serratia marcescens in the Drosophila melanogaster infection model.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7000411/,data\processed_text\Spaceflight and simulated microgravity conditions .txt,HTML_EXTRACTION,10.1038/s41526-019-0091-2,NPJ Microgravity,data/clean_text/Spaceflight and simulated microgravity conditions .txt,cleaned,1.0
A parasitoid wasp of Drosophila employs preemptive and reactive strategies to deplete its host's blood cells,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8191917/,data\processed_text\A parasitoid wasp of Drosophila employs preemptive.txt,HTML_EXTRACTION,10.1371/journal.ppat.1009615,PLoS Pathog,data/clean_text/A parasitoid wasp of Drosophila employs preemptive.txt,cleaned,1.0
In Silico Analysis of a Drosophila Parasitoid Venom Peptide Reveals Prevalence of the Cation–Polar–Cation Clip Motif in Knottin Proteins,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9865768/,data\processed_text\In Silico Analysis of a Drosophila Parasitoid Veno.txt,HTML_EXTRACTION,10.3390/pathogens12010143,Pathogens,data/clean_text/In Silico Analysis of a Drosophila Parasitoid Veno.txt,cleaned,1.0
Drosophila parasitoids go to space: Unexpected effects of spaceflight on hosts and their parasitoids.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10797188/,data\processed_text\Drosophila parasitoids go to space Unexpected effe.txt,HTML_EXTRACTION,10.1016/j.isci.2023.108759,iScience,data/clean_text/Drosophila parasitoids go to space Unexpected effe.txt,cleaned,1.0
Simultaneous exposure of cultured human lymphoblastic cells to simulated microgravity and radiation increases chromosome aberrations,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7555395/,data\processed_text\Simultaneous exposure of cultured human lymphoblas.txt,HTML_EXTRACTION,10.3390/life10090187,Life (Basel),data/clean_text/Simultaneous exposure of cultured human lymphoblas.txt,cleaned,1.0
Genes required for survival in microgravity revealed by genome-wide yeast deletion collections cultured during spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4309212/,data\processed_text\Genes required for survival in microgravity reveal.txt,HTML_EXTRACTION,10.1155/2015/976458,Biomed Res Int,data/clean_text/Genes required for survival in microgravity reveal.txt,cleaned,1.0
Physical Forces Modulate Oxidative Status and Stress Defense Meditated Metabolic Adaptation of Yeast Colonies: Spaceflight and Microgravity Simulations,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6560652/,data\processed_text\Physical Forces Modulate Oxidative Status and Stre.txt,HTML_EXTRACTION,10.1007/s12217-017-9588-z,Microgravity Sci Technol,data/clean_text/Physical Forces Modulate Oxidative Status and Stre.txt,cleaned,1.0
Effects of space flight on mouse liver versus kidney: Gene pathway analyses.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6321533/,data\processed_text\Effects of space flight on mouse liver versus kidn.txt,HTML_EXTRACTION,10.3390/ijms19124106,Int J Mol Sci,data/clean_text/Effects of space flight on mouse liver versus kidn.txt,cleaned,1.0
Fifteen days of microgravity causes growth in calvaria of mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4110898/,data\processed_text\Fifteen days of microgravity causes growth in calv.txt,HTML_EXTRACTION,10.1016/j.bone.2013.06.009,Bone,data/clean_text/Fifteen days of microgravity causes growth in calv.txt,cleaned,0.975
Altered disc compression in children with idiopathic low back pain: an upright magnetic resonance imaging backpack study,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3947616/,data\processed_text\Altered disc compression in children with idiopath.txt,HTML_EXTRACTION,10.1097/BRS.0000000000000114,Spine (Phila Pa 1976),data/clean_text/Altered disc compression in children with idiopath.txt,cleaned,0.9
Spaceflight-induced bone loss alters failure mode and reduces bending strength in murine spinal segments.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5477841/,data\processed_text\Spaceflightinduced bone loss alters failure mode a.txt,HTML_EXTRACTION,10.1002/jor.23029,J Orthop Res,data/clean_text/Spaceflightinduced bone loss alters failure mode a.txt,cleaned,1.0
Spaceflight-associated vascular remodeling and gene expression in mouse calvaria.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9139491/,data\processed_text\Spaceflightassociated vascular remodeling and gene.txt,HTML_EXTRACTION,10.3389/fphys.2022.893025,Front Physiol,data/clean_text/Spaceflightassociated vascular remodeling and gene.txt,cleaned,1.0
"Exposure of Mycobacterium marinum to low-shear modeled microgravity: Effect on growth, the transcriptome and survival under stress.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515531/,data\processed_text\Exposure of Mycobacterium marinum to lowshear mode.txt,HTML_EXTRACTION,10.1038/npjmgrav.2016.38,NPJ Microgravity,data/clean_text/Exposure of Mycobacterium marinum to lowshear mode.txt,cleaned,1.0
Effects of mechanostimulation on gravitropism and signal persistence in flax roots.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3258067/,data\processed_text\Effects of mechanostimulation on gravitropism and .txt,HTML_EXTRACTION,10.4161/psb.6.9.16601,Plant Signal Behav,data/clean_text/Effects of mechanostimulation on gravitropism and .txt,cleaned,1.0
"Desiccation mitigates heat stress in the resurrection fern, Pleopeltis polypodioides",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7733933/,data\processed_text\Desiccation mitigates heat stress in the resurrect.txt,HTML_EXTRACTION,10.3389/fpls.2020.597731,Front Plant Sci,data/clean_text/Desiccation mitigates heat stress in the resurrect.txt,cleaned,1.0
Transcription profile of auxin related genes during positively gravitropic hypocotyl curvature of Brassica rapa.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9105288/,data\processed_text\Transcription profile of auxin related genes durin.txt,HTML_EXTRACTION,10.3390/plants11091191,Plants (Basel),data/clean_text/Transcription profile of auxin related genes durin.txt,cleaned,1.0
High-gradient magnetic fields and starch metabolism: Results from a space experiment.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9617909/,data\processed_text\Highgradient magnetic fields and starch metabolism.txt,HTML_EXTRACTION,10.1038/s41598-022-22691-2,Sci Rep,data/clean_text/Highgradient magnetic fields and starch metabolism.txt,cleaned,1.0
Lipid rafts and plant gravisensitivity.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9695138/,data\processed_text\Lipid rafts and plant gravisensitivity.txt,HTML_EXTRACTION,10.3390/life12111809,Life (Basel),data/clean_text/Lipid rafts and plant gravisensitivity.txt,cleaned,1.0
Expressing and Characterizing Mechanosensitive Channels in Xenopus Oocytes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4469364/,data\processed_text\Expressing and Characterizing Mechanosensitive Cha.txt,HTML_EXTRACTION,10.1007/978-1-4939-2697-8_13,Methods Mol Biol,data/clean_text/Expressing and Characterizing Mechanosensitive Cha.txt,cleaned,1.0
The ongoing search for the molecular basis of plant osmosensing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4411250/,data\processed_text\The ongoing search for the molecular basis of plan.txt,HTML_EXTRACTION,10.1085/jgp.201411295,J Gen Physiol,data/clean_text/The ongoing search for the molecular basis of plan.txt,cleaned,1.0
Plastid osmotic stress influences cell differentiation at the plant shoot apex.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5047659/,data\processed_text\Plastid osmotic stress influences cell differentia.txt,HTML_EXTRACTION,10.1242/dev.136234,Development,data/clean_text/Plastid osmotic stress influences cell differentia.txt,cleaned,1.0
Spaceflight-induced synaptic modifications within hair cells of the mammalian utricle.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5454470/,data\processed_text\Spaceflightinduced synaptic modifications within h.txt,HTML_EXTRACTION,10.1152/jn.00240.2016,J Neurophysiol,data/clean_text/Spaceflightinduced synaptic modifications within h.txt,cleaned,1.0
Effects of angular frequency during clinorotation on mesenchymal stem cell morphology and migration,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515506/,data\processed_text\Effects of angular frequency during clinorotation .txt,HTML_EXTRACTION,10.1038/npjmgrav.2015.7,NPJ Microgravity,data/clean_text/Effects of angular frequency during clinorotation .txt,cleaned,1.0
"The role of FGF-2 and BMP-2 in regulation of gene induction, cell proliferation and mineralization.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3044105/,data\processed_text\The role of FGF2 and BMP2 in regulation of gene in.txt,HTML_EXTRACTION,10.1186/1749-799X-6-8,J Orthop Surg Res,data/clean_text/The role of FGF2 and BMP2 in regulation of gene in.txt,cleaned,1.0
"Effects of gravitational mechanical unloading in endothelial cells: association between caveolins, inflammation and adhesion molecules",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3603133/,data\processed_text\Effects of gravitational mechanical unloading in e.txt,HTML_EXTRACTION,10.1038/srep01494,Sci Rep,data/clean_text/Effects of gravitational mechanical unloading in e.txt,cleaned,1.0
Molecular mechanisms underlying the enhanced functions of three-dimensional hepatocyte aggregates,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4012541/,data\processed_text\Molecular mechanisms underlying the enhanced funct.txt,HTML_EXTRACTION,10.1016/j.biomaterials.2013.11.063,Biomaterials,data/clean_text/Molecular mechanisms underlying the enhanced funct.txt,cleaned,1.0
Spaceflight alters expression of microRNA during T-cell activation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4653058/,data\processed_text\Spaceflight alters expression of microRNA during T.txt,HTML_EXTRACTION,10.1096/fj.15-277392,FASEB J,data/clean_text/Spaceflight alters expression of microRNA during T.txt,cleaned,1.0
Spaceflight impairs antigen-specific tolerance induction in vivo and increases inflammatory cytokines.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6137544/,data\processed_text\Spaceflight impairs antigenspecific tolerance indu.txt,HTML_EXTRACTION,10.1096/fj.15-275073,FASEB J,data/clean_text/Spaceflight impairs antigenspecific tolerance indu.txt,cleaned,1.0
"From cellular mechanotransduction to biologically inspired engineering: 2009 Pritzker Award Lecture, BMES Annual Meeting October 10, 2009.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2913424/,data\processed_text\From cellular mechanotransduction to biologically .txt,HTML_EXTRACTION,10.1007/s10439-010-9946-0,Ann Biomed Eng,data/clean_text/From cellular mechanotransduction to biologically .txt,cleaned,1.0
Crewmember microbiome may influence microbial composition of ISS habitable surfaces,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7190111/,data\processed_text\Crewmember microbiome may influence microbial comp.txt,HTML_EXTRACTION,10.1371/journal.pone.0231838,PLoS One,data/clean_text/Crewmember microbiome may influence microbial comp.txt,cleaned,1.0
Sierra Nevada sweep: Metagenomic measurements of bioaerosols vertically distributed across the troposphere.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7382458/,data\processed_text\Sierra Nevada sweep Metagenomic measurements of bi.txt,HTML_EXTRACTION,10.1038/s41598-020-69188-4,Sci Rep,data/clean_text/Sierra Nevada sweep Metagenomic measurements of bi.txt,cleaned,1.0
Draft Genome Sequences of Fungi Isolated from the International Space Station during the Microbial Tracking-2 Experiment,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8444978/,data\processed_text\Draft Genome Sequences of Fungi Isolated from the .txt,HTML_EXTRACTION,10.1128/MRA.00751-21,Microbiol Resour Announc,data/clean_text/Draft Genome Sequences of Fungi Isolated from the .txt,cleaned,1.0
"Microbial tracking-2, a metagenomics analysis of bacteria and fungi onboard the International Space Station.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9241228/,data\processed_text\Microbial tracking2 a metagenomics analysis of bac.txt,HTML_EXTRACTION,10.1186/s40168-022-01293-0,Microbiome,data/clean_text/Microbial tracking2 a metagenomics analysis of bac.txt,cleaned,1.0
Detection of Target Genes for Drug Repurposing to Treat Skeletal Muscle Atrophy in Mice Flown in Spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8953707/,data\processed_text\Detection of Target Genes for Drug Repurposing to .txt,HTML_EXTRACTION,10.3390/genes13030473,Genes (Basel),data/clean_text/Detection of Target Genes for Drug Repurposing to .txt,cleaned,1.0
Release of CD36-associated cell-free mitochondrial DNA and RNA as a hallmark of space environment response,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166646/,data\processed_text\Release of CD36associated cellfree mitochondrial D.txt,HTML_EXTRACTION,10.1038/s41467-023-41995-z,Nat Commun,data/clean_text/Release of CD36associated cellfree mitochondrial D.txt,cleaned,1.0
Increasing the number of unloading/reambulation cycles does not adversely impac body composition and lumbar bone mineral density but reduces tissue sensitivity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3747666/,data\processed_text\Increasing the number of unloadingreambulation cyc.txt,HTML_EXTRACTION,10.1016/j.actaastro.2012.04.003,Acta Astronaut,data/clean_text/Increasing the number of unloadingreambulation cyc.txt,cleaned,0.989
Bone shaft bending strength index is unaffected by exercise and unloading in mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4337661/,data\processed_text\Bone shaft bending strength index is unaffected by.txt,HTML_EXTRACTION,10.1111/joa.12277,J Anat,data/clean_text/Bone shaft bending strength index is unaffected by.txt,cleaned,0.994
Focal enhancement of the skeleton to exercise correlates to mesenchymal stem cell responsivity rather than peak external forces.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4631774/,data\processed_text\Focal enhancement of the skeleton to exercise corr.txt,HTML_EXTRACTION,10.1242/jeb.118729,J Exp Biol,data/clean_text/Focal enhancement of the skeleton to exercise corr.txt,cleaned,0.756
"Cytoskeletal configuration modulates mechanically induced changes in mesenchymal stem cell osteogenesis, morphology, and stiffness.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5052530/,data\processed_text\Cytoskeletal configuration modulates mechanically .txt,HTML_EXTRACTION,10.1038/srep34791,Sci Rep,data/clean_text/Cytoskeletal configuration modulates mechanically .txt,cleaned,1.0
Genetic and tissue level muscle-bone interactions during unloading and reambulation.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5114340/,data\processed_text\Genetic and tissue level musclebone interactions d.txt,HTML_EXTRACTION,,J Musculoskelet Neuronal Interact,data/clean_text/Genetic and tissue level musclebone interactions d.txt,cleaned,1.0
Osteocyte apoptosis caused by hindlimb unloading is required to trigger osteocyte RANKL production and subsequent resorption of cortical and trabecular bone in mice femurs.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5488280/,data\processed_text\Osteocyte apoptosis caused by hindlimb unloading i.txt,HTML_EXTRACTION,10.1002/jbmr.2807,J Bone Miner Res,data/clean_text/Osteocyte apoptosis caused by hindlimb unloading i.txt,cleaned,1.0
Differential Single Cell Responses of Embryonic Stem Cells Versus Embryoid Bodies to Gravity Mechanostimulation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9293686/,data\processed_text\Differential Single Cell Responses of Embryonic St.txt,HTML_EXTRACTION,10.1089/scd.2022.0037,Stem Cells Dev,data/clean_text/Differential Single Cell Responses of Embryonic St.txt,cleaned,1.0
